	bin_id	CHROM	start	end	width
chr6:137040115-137260666	chr6:137040115-137260666	6	137040115	137260666	220551
chr6:137260666-137469249	chr6:137260666-137469249	6	137260666	137469249	208583
chr6:137469249-137682433	chr6:137469249-137682433	6	137469249	137682433	213184
chr6:137682433-137902095	chr6:137682433-137902095	6	137682433	137902095	219662
chr6:137902095-138124095	chr6:137902095-138124095	6	137902095	138124095	222000
chr6:138124095-138339622	chr6:138124095-138339622	6	138124095	138339622	215527
chr6:138339622-138559569	chr6:138339622-138559569	6	138339622	138559569	219947
chr6:138559569-138787505	chr6:138559569-138787505	6	138559569	138787505	227936
chr6:138787505-139007532	chr6:138787505-139007532	6	138787505	139007532	220027
chr6:139007532-139240800	chr6:139007532-139240800	6	139007532	139240800	233268
chr6:139240800-139462474	chr6:139240800-139462474	6	139240800	139462474	221674
chr6:139462474-139686756	chr6:139462474-139686756	6	139462474	139686756	224282
chr6:139686756-139900394	chr6:139686756-139900394	6	139686756	139900394	213638
chr6:139900394-140108737	chr6:139900394-140108737	6	139900394	140108737	208343
chr6:140108737-140331750	chr6:140108737-140331750	6	140108737	140331750	223013
chr6:140331750-140541781	chr6:140331750-140541781	6	140331750	140541781	210031
chr6:140541781-140761179	chr6:140541781-140761179	6	140541781	140761179	219398
chr6:140761179-140975260	chr6:140761179-140975260	6	140761179	140975260	214081
chr6:140975260-141190732	chr6:140975260-141190732	6	140975260	141190732	215472
chr6:141190732-141402303	chr6:141190732-141402303	6	141190732	141402303	211571
chr6:141402303-141623826	chr6:141402303-141623826	6	141402303	141623826	221523
chr6:141623826-141843440	chr6:141623826-141843440	6	141623826	141843440	219614
chr6:141843440-142074791	chr6:141843440-142074791	6	141843440	142074791	231351
chr6:142074791-142293908	chr6:142074791-142293908	6	142074791	142293908	219117
chr6:142293908-142504191	chr6:142293908-142504191	6	142293908	142504191	210283
chr6:142504191-142720750	chr6:142504191-142720750	6	142504191	142720750	216559
chr6:142720750-142926374	chr6:142720750-142926374	6	142720750	142926374	205624
chr6:142926374-143152155	chr6:142926374-143152155	6	142926374	143152155	225781
chr6:143152155-143367978	chr6:143152155-143367978	6	143152155	143367978	215823
chr6:143367978-143576976	chr6:143367978-143576976	6	143367978	143576976	208998
chr6:143576976-143794810	chr6:143576976-143794810	6	143576976	143794810	217834
chr6:143794810-144018363	chr6:143794810-144018363	6	143794810	144018363	223553
chr6:144018363-144242299	chr6:144018363-144242299	6	144018363	144242299	223936
chr6:144242299-144460790	chr6:144242299-144460790	6	144242299	144460790	218491
chr6:144460790-144679028	chr6:144460790-144679028	6	144460790	144679028	218238
chr6:144679028-144890669	chr6:144679028-144890669	6	144679028	144890669	211641
chr6:144890669-145112243	chr6:144890669-145112243	6	144890669	145112243	221574
chr6:145112243-145329787	chr6:145112243-145329787	6	145112243	145329787	217544
chr6:145329787-145544261	chr6:145329787-145544261	6	145329787	145544261	214474
chr6:145544261-145771472	chr6:145544261-145771472	6	145544261	145771472	227211
chr6:145771472-145987572	chr6:145771472-145987572	6	145771472	145987572	216100
chr6:145987572-146201977	chr6:145987572-146201977	6	145987572	146201977	214405
chr6:146201977-146414879	chr6:146201977-146414879	6	146201977	146414879	212902
chr6:146414879-146636800	chr6:146414879-146636800	6	146414879	146636800	221921
chr6:146636800-146851899	chr6:146636800-146851899	6	146636800	146851899	215099
chr6:146851899-147062358	chr6:146851899-147062358	6	146851899	147062358	210459
chr6:147062358-147271698	chr6:147062358-147271698	6	147062358	147271698	209340
chr6:147271698-147487117	chr6:147271698-147487117	6	147271698	147487117	215419
chr6:147487117-147698859	chr6:147487117-147698859	6	147487117	147698859	211742
chr6:147698859-147915200	chr6:147698859-147915200	6	147698859	147915200	216341
chr6:147915200-148134139	chr6:147915200-148134139	6	147915200	148134139	218939
chr6:148134139-148363665	chr6:148134139-148363665	6	148134139	148363665	229526
chr6:148363665-148583156	chr6:148363665-148583156	6	148363665	148583156	219491
chr6:148583156-148806932	chr6:148583156-148806932	6	148583156	148806932	223776
chr6:148806932-149025657	chr6:148806932-149025657	6	148806932	149025657	218725
chr6:149025657-149236112	chr6:149025657-149236112	6	149025657	149236112	210455
chr6:149236112-149448004	chr6:149236112-149448004	6	149236112	149448004	211892
chr6:149448004-149683159	chr6:149448004-149683159	6	149448004	149683159	235155
chr6:149683159-149920440	chr6:149683159-149920440	6	149683159	149920440	237281
chr6:149920440-150162819	chr6:149920440-150162819	6	149920440	150162819	242379
chr6:150162819-150375344	chr6:150162819-150375344	6	150162819	150375344	212525
chr6:150375344-150592517	chr6:150375344-150592517	6	150375344	150592517	217173
chr6:150592517-150812923	chr6:150592517-150812923	6	150592517	150812923	220406
chr6:150812923-151047321	chr6:150812923-151047321	6	150812923	151047321	234398
chr6:151047321-151281406	chr6:151047321-151281406	6	151047321	151281406	234085
chr6:151281406-151511103	chr6:151281406-151511103	6	151281406	151511103	229697
chr6:151511103-151737265	chr6:151511103-151737265	6	151511103	151737265	226162
chr6:151737265-151958646	chr6:151737265-151958646	6	151737265	151958646	221381
chr6:151958646-152179525	chr6:151958646-152179525	6	151958646	152179525	220879
chr6:152179525-152395854	chr6:152179525-152395854	6	152179525	152395854	216329
chr6:152395854-152608185	chr6:152395854-152608185	6	152395854	152608185	212331
chr6:152608185-152828022	chr6:152608185-152828022	6	152608185	152828022	219837
chr6:152828022-153049460	chr6:152828022-153049460	6	152828022	153049460	221438
chr6:153049460-153264731	chr6:153049460-153264731	6	153049460	153264731	215271
chr6:153264731-153484215	chr6:153264731-153484215	6	153264731	153484215	219484
chr6:153484215-153700153	chr6:153484215-153700153	6	153484215	153700153	215938
chr6:153700153-153916512	chr6:153700153-153916512	6	153700153	153916512	216359
chr6:153916512-154135128	chr6:153916512-154135128	6	153916512	154135128	218616
chr6:154135128-154358659	chr6:154135128-154358659	6	154135128	154358659	223531
chr6:154358659-154579687	chr6:154358659-154579687	6	154358659	154579687	221028
chr6:154579687-154805007	chr6:154579687-154805007	6	154579687	154805007	225320
chr6:154805007-155033499	chr6:154805007-155033499	6	154805007	155033499	228492
chr6:155033499-155256220	chr6:155033499-155256220	6	155033499	155256220	222721
chr6:155256220-155470302	chr6:155256220-155470302	6	155256220	155470302	214082
chr6:155470302-155678740	chr6:155470302-155678740	6	155470302	155678740	208438
chr6:155678740-155893018	chr6:155678740-155893018	6	155678740	155893018	214278
chr6:155893018-156108894	chr6:155893018-156108894	6	155893018	156108894	215876
chr6:156108894-156321187	chr6:156108894-156321187	6	156108894	156321187	212293
chr6:156321187-156543644	chr6:156321187-156543644	6	156321187	156543644	222457
chr6:156543644-156769540	chr6:156543644-156769540	6	156543644	156769540	225896
chr6:156769540-156978080	chr6:156769540-156978080	6	156769540	156978080	208540
chr6:156978080-157187335	chr6:156978080-157187335	6	156978080	157187335	209255
chr6:157187335-157402462	chr6:157187335-157402462	6	157187335	157402462	215127
chr6:157402462-157618289	chr6:157402462-157618289	6	157402462	157618289	215827
chr6:157618289-157841968	chr6:157618289-157841968	6	157618289	157841968	223679
chr6:157841968-158057319	chr6:157841968-158057319	6	157841968	158057319	215351
chr6:158057319-158290336	chr6:158057319-158290336	6	158057319	158290336	233017
chr6:158290336-158517199	chr6:158290336-158517199	6	158290336	158517199	226863
chr6:158517199-158751573	chr6:158517199-158751573	6	158517199	158751573	234374
chr6:158751573-158984620	chr6:158751573-158984620	6	158751573	158984620	233047
chr6:158984620-159195852	chr6:158984620-159195852	6	158984620	159195852	211232
chr6:159195852-159413458	chr6:159195852-159413458	6	159195852	159413458	217606
chr6:159413458-159630279	chr6:159413458-159630279	6	159413458	159630279	216821
chr6:159630279-159867125	chr6:159630279-159867125	6	159630279	159867125	236846
chr6:159867125-160076531	chr6:159867125-160076531	6	159867125	160076531	209406
chr6:160076531-160308012	chr6:160076531-160308012	6	160076531	160308012	231481
chr6:160308012-160525805	chr6:160308012-160525805	6	160308012	160525805	217793
chr6:160525805-160806801	chr6:160525805-160806801	6	160525805	160806801	280996
chr6:160806801-161026986	chr6:160806801-161026986	6	160806801	161026986	220185
chr6:161026986-161240928	chr6:161026986-161240928	6	161026986	161240928	213942
chr6:161240928-161463115	chr6:161240928-161463115	6	161240928	161463115	222187
chr6:161463115-161676733	chr6:161463115-161676733	6	161463115	161676733	213618
chr6:161676733-161890309	chr6:161676733-161890309	6	161676733	161890309	213576
chr6:161890309-162107877	chr6:161890309-162107877	6	161890309	162107877	217568
chr6:162107877-162318336	chr6:162107877-162318336	6	162107877	162318336	210459
chr6:162318336-162532079	chr6:162318336-162532079	6	162318336	162532079	213743
chr6:162532079-162746815	chr6:162532079-162746815	6	162532079	162746815	214736
chr6:162746815-162961588	chr6:162746815-162961588	6	162746815	162961588	214773
chr6:162961588-163176961	chr6:162961588-163176961	6	162961588	163176961	215373
chr6:163176961-163389498	chr6:163176961-163389498	6	163176961	163389498	212537
chr6:163389498-163599308	chr6:163389498-163599308	6	163389498	163599308	209810
chr6:163599308-163809066	chr6:163599308-163809066	6	163599308	163809066	209758
chr6:163809066-164019476	chr6:163809066-164019476	6	163809066	164019476	210410
chr6:164019476-164231228	chr6:164019476-164231228	6	164019476	164231228	211752
chr6:164231228-164444636	chr6:164231228-164444636	6	164231228	164444636	213408
chr6:164444636-164665422	chr6:164444636-164665422	6	164444636	164665422	220786
chr6:164665422-164897657	chr6:164665422-164897657	6	164665422	164897657	232235
chr6:164897657-165115906	chr6:164897657-165115906	6	164897657	165115906	218249
chr6:165115906-165331730	chr6:165115906-165331730	6	165115906	165331730	215824
chr6:165331730-165549765	chr6:165331730-165549765	6	165331730	165549765	218035
chr6:165549765-165760648	chr6:165549765-165760648	6	165549765	165760648	210883
chr6:165760648-165968740	chr6:165760648-165968740	6	165760648	165968740	208092
chr6:165968740-166180238	chr6:165968740-166180238	6	165968740	166180238	211498
chr6:166180238-166402615	chr6:166180238-166402615	6	166180238	166402615	222377
chr6:166402615-166615860	chr6:166402615-166615860	6	166402615	166615860	213245
chr6:166615860-166830646	chr6:166615860-166830646	6	166615860	166830646	214786
chr6:166830646-167055550	chr6:166830646-167055550	6	166830646	167055550	224904
chr6:167055550-167661278	chr6:167055550-167661278	6	167055550	167661278	605728
chr6:167661278-167871415	chr6:167661278-167871415	6	167661278	167871415	210137
chr6:167871415-168081724	chr6:167871415-168081724	6	167871415	168081724	210309
chr6:168081724-168294663	chr6:168081724-168294663	6	168081724	168294663	212939
chr6:168294663-168509547	chr6:168294663-168509547	6	168294663	168509547	214884
chr6:168509547-168730685	chr6:168509547-168730685	6	168509547	168730685	221138
chr6:168730685-168946065	chr6:168730685-168946065	6	168730685	168946065	215380
chr6:168946065-169164994	chr6:168946065-169164994	6	168946065	169164994	218929
chr6:169164994-169386866	chr6:169164994-169386866	6	169164994	169386866	221872
chr6:169386866-169601351	chr6:169386866-169601351	6	169386866	169601351	214485
chr6:169601351-169820307	chr6:169601351-169820307	6	169601351	169820307	218956
chr6:169820307-170168146	chr6:169820307-170168146	6	169820307	170168146	347839
chr7:0-275222	chr7:0-275222	7	0	275222	275222
chr7:275222-493131	chr7:275222-493131	7	275222	493131	217909
chr7:493131-715001	chr7:493131-715001	7	493131	715001	221870
chr7:715001-946483	chr7:715001-946483	7	715001	946483	231482
chr7:946483-1176749	chr7:946483-1176749	7	946483	1176749	230266
chr7:1176749-1402496	chr7:1176749-1402496	7	1176749	1402496	225747
chr7:1402496-1618965	chr7:1402496-1618965	7	1402496	1618965	216469
chr7:1618965-1850683	chr7:1618965-1850683	7	1618965	1850683	231718
chr7:1850683-2065830	chr7:1850683-2065830	7	1850683	2065830	215147
chr7:2065830-2283499	chr7:2065830-2283499	7	2065830	2283499	217669
chr7:2283499-2526491	chr7:2283499-2526491	7	2283499	2526491	242992
chr7:2526491-2760825	chr7:2526491-2760825	7	2526491	2760825	234334
chr7:2760825-2981738	chr7:2760825-2981738	7	2760825	2981738	220913
chr7:2981738-3208973	chr7:2981738-3208973	7	2981738	3208973	227235
chr7:3208973-3424406	chr7:3208973-3424406	7	3208973	3424406	215433
chr7:3424406-3634901	chr7:3424406-3634901	7	3424406	3634901	210495
chr7:3634901-3849073	chr7:3634901-3849073	7	3634901	3849073	214172
chr7:3849073-4062898	chr7:3849073-4062898	7	3849073	4062898	213825
chr7:4062898-4278440	chr7:4062898-4278440	7	4062898	4278440	215542
chr7:4278440-4513885	chr7:4278440-4513885	7	4278440	4513885	235445
chr7:4513885-4765912	chr7:4513885-4765912	7	4513885	4765912	252027
chr7:4765912-5008102	chr7:4765912-5008102	7	4765912	5008102	242190
chr7:5008102-5290445	chr7:5008102-5290445	7	5008102	5290445	282343
chr7:5290445-5540752	chr7:5290445-5540752	7	5290445	5540752	250307
chr7:5540752-6135985	chr7:5540752-6135985	7	5540752	6135985	595233
chr7:6135985-6376245	chr7:6135985-6376245	7	6135985	6376245	240260
chr7:6376245-7032017	chr7:6376245-7032017	7	6376245	7032017	655772
chr7:7032017-7257495	chr7:7032017-7257495	7	7032017	7257495	225478
chr7:7257495-7480526	chr7:7257495-7480526	7	7257495	7480526	223031
chr7:7480526-7702706	chr7:7480526-7702706	7	7480526	7702706	222180
chr7:7702706-7914154	chr7:7702706-7914154	7	7702706	7914154	211448
chr7:7914154-8129384	chr7:7914154-8129384	7	7914154	8129384	215230
chr7:8129384-8345925	chr7:8129384-8345925	7	8129384	8345925	216541
chr7:8345925-8556135	chr7:8345925-8556135	7	8345925	8556135	210210
chr7:8556135-8771024	chr7:8556135-8771024	7	8556135	8771024	214889
chr7:8771024-8981847	chr7:8771024-8981847	7	8771024	8981847	210823
chr7:8981847-9192885	chr7:8981847-9192885	7	8981847	9192885	211038
chr7:9192885-9410696	chr7:9192885-9410696	7	9192885	9410696	217811
chr7:9410696-9631286	chr7:9410696-9631286	7	9410696	9631286	220590
chr7:9631286-9854073	chr7:9631286-9854073	7	9631286	9854073	222787
chr7:9854073-10066133	chr7:9854073-10066133	7	9854073	10066133	212060
chr7:10066133-10284111	chr7:10066133-10284111	7	10066133	10284111	217978
chr7:10284111-10502905	chr7:10284111-10502905	7	10284111	10502905	218794
chr7:10502905-10732521	chr7:10502905-10732521	7	10502905	10732521	229616
chr7:10732521-10961864	chr7:10732521-10961864	7	10732521	10961864	229343
chr7:10961864-11174742	chr7:10961864-11174742	7	10961864	11174742	212878
chr7:11174742-11385953	chr7:11174742-11385953	7	11174742	11385953	211211
chr7:11385953-11604453	chr7:11385953-11604453	7	11385953	11604453	218500
chr7:11604453-11812353	chr7:11604453-11812353	7	11604453	11812353	207900
chr7:11812353-12019960	chr7:11812353-12019960	7	11812353	12019960	207607
chr7:12019960-12235858	chr7:12019960-12235858	7	12019960	12235858	215898
chr7:12235858-12450397	chr7:12235858-12450397	7	12235858	12450397	214539
chr7:12450397-12675854	chr7:12450397-12675854	7	12450397	12675854	225457
chr7:12675854-12896245	chr7:12675854-12896245	7	12675854	12896245	220391
chr7:12896245-13118307	chr7:12896245-13118307	7	12896245	13118307	222062
chr7:13118307-13337026	chr7:13118307-13337026	7	13118307	13337026	218719
chr7:13337026-13549293	chr7:13337026-13549293	7	13337026	13549293	212267
chr7:13549293-13764459	chr7:13549293-13764459	7	13549293	13764459	215166
chr7:13764459-13989325	chr7:13764459-13989325	7	13764459	13989325	224866
chr7:13989325-14200829	chr7:13989325-14200829	7	13989325	14200829	211504
chr7:14200829-14424883	chr7:14200829-14424883	7	14200829	14424883	224054
chr7:14424883-14633159	chr7:14424883-14633159	7	14424883	14633159	208276
chr7:14633159-14852600	chr7:14633159-14852600	7	14633159	14852600	219441
chr7:14852600-15059252	chr7:14852600-15059252	7	14852600	15059252	206652
chr7:15059252-15269896	chr7:15059252-15269896	7	15059252	15269896	210644
chr7:15269896-15480354	chr7:15269896-15480354	7	15269896	15480354	210458
chr7:15480354-15695969	chr7:15480354-15695969	7	15480354	15695969	215615
chr7:15695969-15904852	chr7:15695969-15904852	7	15695969	15904852	208883
chr7:15904852-16123608	chr7:15904852-16123608	7	15904852	16123608	218756
chr7:16123608-16345142	chr7:16123608-16345142	7	16123608	16345142	221534
chr7:16345142-16562161	chr7:16345142-16562161	7	16345142	16562161	217019
chr7:16562161-16778318	chr7:16562161-16778318	7	16562161	16778318	216157
chr7:16778318-16992453	chr7:16778318-16992453	7	16778318	16992453	214135
chr7:16992453-17209689	chr7:16992453-17209689	7	16992453	17209689	217236
chr7:17209689-17429510	chr7:17209689-17429510	7	17209689	17429510	219821
chr7:17429510-17643460	chr7:17429510-17643460	7	17429510	17643460	213950
chr7:17643460-17859725	chr7:17643460-17859725	7	17643460	17859725	216265
chr7:17859725-18075886	chr7:17859725-18075886	7	17859725	18075886	216161
chr7:18075886-18289889	chr7:18075886-18289889	7	18075886	18289889	214003
chr7:18289889-18494706	chr7:18289889-18494706	7	18289889	18494706	204817
chr7:18494706-18699121	chr7:18494706-18699121	7	18494706	18699121	204415
chr7:18699121-18907431	chr7:18699121-18907431	7	18699121	18907431	208310
chr7:18907431-19130277	chr7:18907431-19130277	7	18907431	19130277	222846
chr7:19130277-19353422	chr7:19130277-19353422	7	19130277	19353422	223145
chr7:19353422-19569826	chr7:19353422-19569826	7	19353422	19569826	216404
chr7:19569826-19786769	chr7:19569826-19786769	7	19569826	19786769	216943
chr7:19786769-20021234	chr7:19786769-20021234	7	19786769	20021234	234465
chr7:20021234-20240119	chr7:20021234-20240119	7	20021234	20240119	218885
chr7:20240119-20449066	chr7:20240119-20449066	7	20240119	20449066	208947
chr7:20449066-20672896	chr7:20449066-20672896	7	20449066	20672896	223830
chr7:20672896-20896596	chr7:20672896-20896596	7	20672896	20896596	223700
chr7:20896596-21109286	chr7:20896596-21109286	7	20896596	21109286	212690
chr7:21109286-21327065	chr7:21109286-21327065	7	21109286	21327065	217779
chr7:21327065-21546274	chr7:21327065-21546274	7	21327065	21546274	219209
chr7:21546274-21760265	chr7:21546274-21760265	7	21546274	21760265	213991
chr7:21760265-21977079	chr7:21760265-21977079	7	21760265	21977079	216814
chr7:21977079-22191374	chr7:21977079-22191374	7	21977079	22191374	214295
chr7:22191374-22400863	chr7:22191374-22400863	7	22191374	22400863	209489
chr7:22400863-22643126	chr7:22400863-22643126	7	22400863	22643126	242263
chr7:22643126-22867486	chr7:22643126-22867486	7	22643126	22867486	224360
chr7:22867486-23099733	chr7:22867486-23099733	7	22867486	23099733	232247
chr7:23099733-23328032	chr7:23099733-23328032	7	23099733	23328032	228299
chr7:23328032-23562228	chr7:23328032-23562228	7	23328032	23562228	234196
chr7:23562228-23797694	chr7:23562228-23797694	7	23562228	23797694	235466
chr7:23797694-24035425	chr7:23797694-24035425	7	23797694	24035425	237731
chr7:24035425-24251923	chr7:24035425-24251923	7	24035425	24251923	216498
chr7:24251923-24472985	chr7:24251923-24472985	7	24251923	24472985	221062
chr7:24472985-24690123	chr7:24472985-24690123	7	24472985	24690123	217138
chr7:24690123-24903677	chr7:24690123-24903677	7	24690123	24903677	213554
chr7:24903677-25136185	chr7:24903677-25136185	7	24903677	25136185	232508
chr7:25136185-25346839	chr7:25136185-25346839	7	25136185	25346839	210654
chr7:25346839-25555058	chr7:25346839-25555058	7	25346839	25555058	208219
chr7:25555058-25776222	chr7:25555058-25776222	7	25555058	25776222	221164
chr7:25776222-25982861	chr7:25776222-25982861	7	25776222	25982861	206639
chr7:25982861-26212760	chr7:25982861-26212760	7	25982861	26212760	229899
chr7:26212760-26438631	chr7:26212760-26438631	7	26212760	26438631	225871
chr7:26438631-26646096	chr7:26438631-26646096	7	26438631	26646096	207465
chr7:26646096-26863889	chr7:26646096-26863889	7	26646096	26863889	217793
chr7:26863889-27104308	chr7:26863889-27104308	7	26863889	27104308	240419
chr7:27104308-27319621	chr7:27104308-27319621	7	27104308	27319621	215313
chr7:27319621-27541415	chr7:27319621-27541415	7	27319621	27541415	221794
chr7:27541415-27757457	chr7:27541415-27757457	7	27541415	27757457	216042
chr7:27757457-27969472	chr7:27757457-27969472	7	27757457	27969472	212015
chr7:27969472-28182578	chr7:27969472-28182578	7	27969472	28182578	213106
chr7:28182578-28395754	chr7:28182578-28395754	7	28182578	28395754	213176
chr7:28395754-28603765	chr7:28395754-28603765	7	28395754	28603765	208011
chr7:28603765-28811049	chr7:28603765-28811049	7	28603765	28811049	207284
chr7:28811049-29020838	chr7:28811049-29020838	7	28811049	29020838	209789
chr7:29020838-29237257	chr7:29020838-29237257	7	29020838	29237257	216419
chr7:29237257-29448423	chr7:29237257-29448423	7	29237257	29448423	211166
chr7:29448423-29696625	chr7:29448423-29696625	7	29448423	29696625	248202
chr7:29696625-29933622	chr7:29696625-29933622	7	29696625	29933622	236997
chr7:29933622-30152788	chr7:29933622-30152788	7	29933622	30152788	219166
chr7:30152788-30370787	chr7:30152788-30370787	7	30152788	30370787	217999
chr7:30370787-30608826	chr7:30370787-30608826	7	30370787	30608826	238039
chr7:30608826-30824071	chr7:30608826-30824071	7	30608826	30824071	215245
chr7:30824071-31029210	chr7:30824071-31029210	7	30824071	31029210	205139
chr7:31029210-31240088	chr7:31029210-31240088	7	31029210	31240088	210878
chr7:31240088-31452931	chr7:31240088-31452931	7	31240088	31452931	212843
chr7:31452931-31679104	chr7:31452931-31679104	7	31452931	31679104	226173
chr7:31679104-31887088	chr7:31679104-31887088	7	31679104	31887088	207984
chr7:31887088-32107301	chr7:31887088-32107301	7	31887088	32107301	220213
chr7:32107301-32326392	chr7:32107301-32326392	7	32107301	32326392	219091
chr7:32326392-32879651	chr7:32326392-32879651	7	32326392	32879651	553259
chr7:32879651-33136539	chr7:32879651-33136539	7	32879651	33136539	256888
chr7:33136539-33357774	chr7:33136539-33357774	7	33136539	33357774	221235
chr7:33357774-33581245	chr7:33357774-33581245	7	33357774	33581245	223471
chr7:33581245-33787818	chr7:33581245-33787818	7	33581245	33787818	206573
chr7:33787818-34001735	chr7:33787818-34001735	7	33787818	34001735	213917
chr7:34001735-34217253	chr7:34001735-34217253	7	34001735	34217253	215518
chr7:34217253-34434813	chr7:34217253-34434813	7	34217253	34434813	217560
chr7:34434813-34668583	chr7:34434813-34668583	7	34434813	34668583	233770
chr7:34668583-35264030	chr7:34668583-35264030	7	34668583	35264030	595447
chr7:35264030-35472357	chr7:35264030-35472357	7	35264030	35472357	208327
chr7:35472357-35687410	chr7:35472357-35687410	7	35472357	35687410	215053
chr7:35687410-35930257	chr7:35687410-35930257	7	35687410	35930257	242847
chr7:35930257-36171787	chr7:35930257-36171787	7	35930257	36171787	241530
chr7:36171787-36397001	chr7:36171787-36397001	7	36171787	36397001	225214
chr7:36397001-36620913	chr7:36397001-36620913	7	36397001	36620913	223912
chr7:36620913-36834165	chr7:36620913-36834165	7	36620913	36834165	213252
chr7:36834165-37040716	chr7:36834165-37040716	7	36834165	37040716	206551
chr7:37040716-37267285	chr7:37040716-37267285	7	37040716	37267285	226569
chr7:37267285-37485166	chr7:37267285-37485166	7	37267285	37485166	217881
chr7:37485166-37705666	chr7:37485166-37705666	7	37485166	37705666	220500
chr7:37705666-37918816	chr7:37705666-37918816	7	37705666	37918816	213150
chr7:37918816-38131780	chr7:37918816-38131780	7	37918816	38131780	212964
chr7:38131780-38370144	chr7:38131780-38370144	7	38131780	38370144	238364
chr7:38370144-38579254	chr7:38370144-38579254	7	38370144	38579254	209110
chr7:38579254-38791756	chr7:38579254-38791756	7	38579254	38791756	212502
chr7:38791756-39002048	chr7:38791756-39002048	7	38791756	39002048	210292
chr7:39002048-39216655	chr7:39002048-39216655	7	39002048	39216655	214607
chr7:39216655-39426482	chr7:39216655-39426482	7	39216655	39426482	209827
chr7:39426482-39645493	chr7:39426482-39645493	7	39426482	39645493	219011
chr7:39645493-39910763	chr7:39645493-39910763	7	39645493	39910763	265270
chr7:39910763-40145876	chr7:39910763-40145876	7	39910763	40145876	235113
chr7:40145876-40385335	chr7:40145876-40385335	7	40145876	40385335	239459
chr7:40385335-40596973	chr7:40385335-40596973	7	40385335	40596973	211638
chr7:40596973-40804052	chr7:40596973-40804052	7	40596973	40804052	207079
chr7:40804052-41028186	chr7:40804052-41028186	7	40804052	41028186	224134
chr7:41028186-41234575	chr7:41028186-41234575	7	41028186	41234575	206389
chr7:41234575-41445318	chr7:41234575-41445318	7	41234575	41445318	210743
chr7:41445318-41654720	chr7:41445318-41654720	7	41445318	41654720	209402
chr7:41654720-41862181	chr7:41654720-41862181	7	41654720	41862181	207461
chr7:41862181-42068183	chr7:41862181-42068183	7	41862181	42068183	206002
chr7:42068183-42277431	chr7:42068183-42277431	7	42068183	42277431	209248
chr7:42277431-42489654	chr7:42277431-42489654	7	42277431	42489654	212223
chr7:42489654-42705353	chr7:42489654-42705353	7	42489654	42705353	215699
chr7:42705353-42931839	chr7:42705353-42931839	7	42705353	42931839	226486
chr7:42931839-43150951	chr7:42931839-43150951	7	42931839	43150951	219112
chr7:43150951-43367776	chr7:43150951-43367776	7	43150951	43367776	216825
chr7:43367776-43585371	chr7:43367776-43585371	7	43367776	43585371	217595
chr7:43585371-43814576	chr7:43585371-43814576	7	43585371	43814576	229205
chr7:43814576-44102530	chr7:43814576-44102530	7	43814576	44102530	287954
chr7:44102530-44311406	chr7:44102530-44311406	7	44102530	44311406	208876
chr7:44311406-44530624	chr7:44311406-44530624	7	44311406	44530624	219218
chr7:44530624-44763247	chr7:44530624-44763247	7	44530624	44763247	232623
chr7:44763247-45005059	chr7:44763247-45005059	7	44763247	45005059	241812
chr7:45005059-45223506	chr7:45005059-45223506	7	45005059	45223506	218447
chr7:45223506-45447278	chr7:45223506-45447278	7	45223506	45447278	223772
chr7:45447278-45663814	chr7:45447278-45663814	7	45447278	45663814	216536
chr7:45663814-45963638	chr7:45663814-45963638	7	45663814	45963638	299824
chr7:45963638-46179235	chr7:45963638-46179235	7	45963638	46179235	215597
chr7:46179235-46391827	chr7:46179235-46391827	7	46179235	46391827	212592
chr7:46391827-46608098	chr7:46391827-46608098	7	46391827	46608098	216271
chr7:46608098-46815788	chr7:46608098-46815788	7	46608098	46815788	207690
chr7:46815788-47028541	chr7:46815788-47028541	7	46815788	47028541	212753
chr7:47028541-47244409	chr7:47028541-47244409	7	47028541	47244409	215868
chr7:47244409-47453437	chr7:47244409-47453437	7	47244409	47453437	209028
chr7:47453437-47675188	chr7:47453437-47675188	7	47453437	47675188	221751
chr7:47675188-47897229	chr7:47675188-47897229	7	47675188	47897229	222041
chr7:47897229-48117668	chr7:47897229-48117668	7	47897229	48117668	220439
chr7:48117668-48331594	chr7:48117668-48331594	7	48117668	48331594	213926
chr7:48331594-48541825	chr7:48331594-48541825	7	48331594	48541825	210231
chr7:48541825-48763006	chr7:48541825-48763006	7	48541825	48763006	221181
chr7:48763006-49009374	chr7:48763006-49009374	7	48763006	49009374	246368
chr7:49009374-49222087	chr7:49009374-49222087	7	49009374	49222087	212713
chr7:49222087-49430396	chr7:49222087-49430396	7	49222087	49430396	208309
chr7:49430396-49643169	chr7:49430396-49643169	7	49430396	49643169	212773
chr7:49643169-49865471	chr7:49643169-49865471	7	49643169	49865471	222302
chr7:49865471-50081674	chr7:49865471-50081674	7	49865471	50081674	216203
chr7:50081674-50293408	chr7:50081674-50293408	7	50081674	50293408	211734
chr7:50293408-50513315	chr7:50293408-50513315	7	50293408	50513315	219907
chr7:50513315-50730323	chr7:50513315-50730323	7	50513315	50730323	217008
chr7:50730323-50950834	chr7:50730323-50950834	7	50730323	50950834	220511
chr7:50950834-51160429	chr7:50950834-51160429	7	50950834	51160429	209595
chr7:51160429-51387707	chr7:51160429-51387707	7	51160429	51387707	227278
chr7:51387707-51639481	chr7:51387707-51639481	7	51387707	51639481	251774
chr7:51639481-51860492	chr7:51639481-51860492	7	51639481	51860492	221011
chr7:51860492-52081771	chr7:51860492-52081771	7	51860492	52081771	221279
